match_id,EndID,TeamID,score_diff,PowerPlay,has_hammer,ends_remaining,won,wp_pred,wp_next,wp_end,wpa,pressure_situation,leverage_score,pressure_leverage,pressure_combined,Result
22230015_4_1,5,51,-3,1,TRUE,4,0,0.11059812682172285,0.06309190167294952,0.06309190167294952,-0.047506225148773326,medium,0.22119625364344575,low,medium,1
22230015_7_4,5,44,-5,1,TRUE,4,0,0.020068977558709754,0.06309190167294952,0.06309190167294952,0.04302292411423977,low,0.040137955117419466,low,low,3
22230015_8_4,5,16,-2,1,TRUE,4,1,0.2345463279381726,0.7843698270815376,0.7843698270815376,0.549823499143365,medium,0.4690926558763452,low,medium,4
22230015_9_1,5,46,-3,1,TRUE,4,0,0.11059812682172285,0.03622321939407722,0.03622321939407722,-0.07437490742764563,medium,0.22119625364344575,low,medium,0
22230015_9_2,5,36,-6,1,TRUE,4,0,0.008242806489640157,0.009079212949394946,0.009079212949394946,8.364064597547894e-4,low,0.016485612979280306,low,low,2
22230015_12_1,5,23,-7,1,TRUE,4,0,0.003361610266707005,0.0012450902415280932,0.0012450902415280932,-0.002116520025178912,low,0.006723220533414009,low,low,1
22230015_16_3,5,28,-7,1,TRUE,4,0,0.003361610266707005,0.0012450902415280932,0.0012450902415280932,-0.002116520025178912,low,0.006723220533414009,low,low,1
22230015_16_5,5,23,-6,1,TRUE,4,0,0.008242806489640157,6.968386332180585e-4,6.968386332180585e-4,-0.007545967856422098,low,0.016485612979280306,low,low,0
22230015_49_1,5,16,-4,1,TRUE,4,0,0.04804057261215311,0.01368150448927915,0.01368150448927915,-0.03435906812287396,low,0.09608114522430622,low,low,0
23240026_2_4,5,30,-5,1,TRUE,4,0,0.020068977558709754,0.005093368507629686,0.005093368507629686,-0.014975609051080068,low,0.040137955117419466,low,low,0
23240026_3_3,5,17,-3,1,TRUE,4,0,0.11059812682172285,0.33107246355147907,0.33107246355147907,0.22047433672975622,medium,0.22119625364344575,low,medium,3
23240026_5_5,5,13,-4,1,TRUE,4,0,0.04804057261215311,0.15437835127771987,0.15437835127771987,0.10633777866556676,low,0.09608114522430622,low,low,3
23240026_6_1,5,20,-4,1,TRUE,4,1,0.04804057261215311,0.15437835127771987,0.15437835127771987,0.10633777866556676,low,0.09608114522430622,low,low,3
23240026_9_5,5,37,-4,1,TRUE,4,0,0.04804057261215311,0.15437835127771987,0.15437835127771987,0.10633777866556676,low,0.09608114522430622,low,low,3
23240026_10_2,5,22,-4,1,TRUE,4,0,0.04804057261215311,0.02423745892111388,0.02423745892111388,-0.02380311369103923,low,0.09608114522430622,low,low,1
23240026_12_5,5,46,-3,1,TRUE,4,1,0.11059812682172285,0.15437835127771987,0.15437835127771987,0.043780224455997024,medium,0.22119625364344575,low,medium,2
23240026_13_3,5,15,-4,1,TRUE,4,0,0.04804057261215311,0.02423745892111388,0.02423745892111388,-0.02380311369103923,low,0.09608114522430622,low,low,1
23240026_15_1,5,51,-4,1,TRUE,4,0,0.04804057261215311,0.06309190167294952,0.06309190167294952,0.015051329060796412,low,0.09608114522430622,low,low,2
23240026_16_3,5,46,-4,1,TRUE,4,0,0.04804057261215311,0.15437835127771987,0.15437835127771987,0.10633777866556676,low,0.09608114522430622,low,low,3
23240026_16_4,5,43,-3,1,TRUE,4,0,0.11059812682172285,0.15437835127771987,0.15437835127771987,0.043780224455997024,medium,0.22119625364344575,low,medium,2
23240026_18_4,5,22,-4,1,TRUE,4,0,0.04804057261215311,0.01368150448927915,0.01368150448927915,-0.03435906812287396,low,0.09608114522430622,low,low,0
23240026_45_1,5,51,-3,1,TRUE,4,0,0.11059812682172285,0.15437835127771987,0.15437835127771987,0.043780224455997024,medium,0.22119625364344575,low,medium,2
24250026_3_1,5,12,-4,1,TRUE,4,1,0.04804057261215311,0.33107246355147907,0.33107246355147907,0.28303189093932596,low,0.09608114522430622,low,low,4
24250026_4_3,5,30,5,1,TRUE,4,1,0.9941182259051636,0.975784906009608,0.975784906009608,-0.018333319895555644,low,0.011763548189672735,low,low,0
24250026_4_4,5,51,-5,1,TRUE,4,0,0.020068977558709754,0.009079212949394946,0.009079212949394946,-0.010989764609314808,low,0.040137955117419466,low,low,1
24250026_6_4,5,30,-5,1,TRUE,4,0,0.020068977558709754,0.009079212949394946,0.009079212949394946,-0.010989764609314808,low,0.040137955117419466,low,low,1
24250026_7_1,5,11,-2,1,TRUE,4,0,0.2345463279381726,0.33107246355147907,0.33107246355147907,0.09652613561330647,medium,0.4690926558763452,low,medium,2
24250026_7_2,5,12,-4,1,TRUE,4,0,0.04804057261215311,0.02423745892111388,0.02423745892111388,-0.02380311369103923,low,0.09608114522430622,low,low,1
24250026_7_3,5,19,-1,1,TRUE,4,1,0.4302122828881302,0.7843698270815376,0.7843698270815376,0.3541575441934074,medium,0.8604245657762604,medium,medium,3
24250026_9_1,5,14,-4,1,TRUE,4,0,0.04804057261215311,0.15437835127771987,0.15437835127771987,0.10633777866556676,low,0.09608114522430622,low,low,3
24250026_9_5,5,12,1,1,TRUE,4,1,0.8209321732937775,0.7843698270815376,0.7843698270815376,-0.03656234621223997,medium,0.3581356534124449,low,medium,1
24250026_11_3,5,43,-4,1,TRUE,4,0,0.04804057261215311,0.15437835127771987,0.15437835127771987,0.10633777866556676,low,0.09608114522430622,low,low,3
24250026_12_5,5,16,-4,1,TRUE,4,0,0.04804057261215311,0.06309190167294952,0.06309190167294952,0.015051329060796412,low,0.09608114522430622,low,low,2
24250026_13_1,5,43,-5,1,TRUE,4,0,0.020068977558709754,0.009079212949394946,0.009079212949394946,-0.010989764609314808,low,0.040137955117419466,low,low,1
24250026_13_3,5,15,-3,1,TRUE,4,0,0.11059812682172285,0.06309190167294952,0.06309190167294952,-0.047506225148773326,medium,0.22119625364344575,low,medium,1
24250026_15_3,5,19,-4,1,TRUE,4,0,0.04804057261215311,0.06309190167294952,0.06309190167294952,0.015051329060796412,low,0.09608114522430622,low,low,2
24250026_15_5,5,25,-6,1,TRUE,4,0,0.008242806489640157,0.02423745892111388,0.02423745892111388,0.015994652431473723,low,0.016485612979280306,low,low,3
24250026_16_5,5,51,-3,1,TRUE,4,0,0.11059812682172285,0.06309190167294952,0.06309190167294952,-0.047506225148773326,medium,0.22119625364344575,low,medium,1
24250026_17_1,5,12,-3,1,TRUE,4,0,0.11059812682172285,0.06309190167294952,0.06309190167294952,-0.047506225148773326,medium,0.22119625364344575,low,medium,1
24250026_18_4,5,16,-3,1,TRUE,4,0,0.11059812682172285,0.06309190167294952,0.06309190167294952,-0.047506225148773326,medium,0.22119625364344575,low,medium,1
24250026_41_2,5,20,-4,1,TRUE,4,0,0.04804057261215311,0.02423745892111388,0.02423745892111388,-0.02380311369103923,low,0.09608114522430622,low,low,1
0_1_1,6,27,-1,1,TRUE,3,1,0.4277996515164159,0.3126287953457781,0.3126287953457781,-0.11517085617063783,medium,0.8555993030328318,medium,medium,1
0_1_3,6,17,0,1,TRUE,3,0,0.6695036163939184,0.8016243861857854,0.8016243861857854,0.13212076979186693,medium,0.6609927672121632,medium,medium,2
0_1_4,6,18,-2,1,TRUE,3,0,0.21625774243033444,0.5754957845962789,0.5754957845962789,0.35923804216594446,medium,0.43251548486066893,low,medium,3
0_2_1,6,46,-3,1,TRUE,3,0,0.0924245286102577,0.3126287953457781,0.3126287953457781,0.2202042667355204,medium,0.18484905722051537,low,medium,3
0_2_3,6,24,2,1,TRUE,3,1,0.9369966002278539,0.867927363056438,0.867927363056438,-0.06906923717141589,medium,0.12600679954429217,low,medium,0
0_2_4,6,10,-1,1,TRUE,3,0,0.4277996515164159,0.5754957845962789,0.5754957845962789,0.147696133079863,medium,0.8555993030328318,medium,medium,2
0_3_1,6,18,-2,1,TRUE,3,0,0.21625774243033444,0.5754957845962789,0.5754957845962789,0.35923804216594446,medium,0.43251548486066893,low,medium,3
0_5_1,6,46,-3,1,TRUE,3,0,0.0924245286102577,0.3126287953457781,0.3126287953457781,0.2202042667355204,medium,0.18484905722051537,low,medium,3
0_5_2,6,18,-4,1,TRUE,3,0,0.03622321939407722,0.048697992798415475,0.048697992798415475,0.012474773404338252,medium,0.07244643878815449,low,medium,2
0_6_4,6,19,-2,1,TRUE,3,0,0.21625774243033444,0.5754957845962789,0.5754957845962789,0.35923804216594446,medium,0.43251548486066893,low,medium,3
0_7_1,6,17,3,1,TRUE,3,1,0.975784906009608,NA,NA,NA,medium,0.04843018798078402,low,medium,3
0_8_4,6,46,-2,1,TRUE,3,0,0.21625774243033444,0.13238590378318532,0.13238590378318532,-0.08387183864714912,medium,0.43251548486066893,low,medium,1
0_9_1,6,27,-2,1,TRUE,3,0,0.21625774243033444,0.3126287953457781,0.3126287953457781,0.09637105291544365,medium,0.43251548486066893,low,medium,2
0_10_2,6,43,0,1,TRUE,3,0,0.6695036163939184,0.42539044896740796,0.42539044896740796,-0.24411316742651046,medium,0.6609927672121632,medium,medium,0
0_11_1,6,19,-2,1,TRUE,3,0,0.21625774243033444,0.07697876667264303,0.07697876667264303,-0.1392789757576914,medium,0.43251548486066893,low,medium,0
0_11_2,6,46,-3,1,TRUE,3,1,0.0924245286102577,0.3126287953457781,0.3126287953457781,0.2202042667355204,medium,0.18484905722051537,low,medium,3
0_12_4,6,27,-3,1,TRUE,3,0,0.0924245286102577,0.048697992798415475,0.048697992798415475,-0.04372653581184222,medium,0.18484905722051537,low,medium,1
22230015_1_1,6,36,-5,1,TRUE,3,0,0.01368150448927915,0.016883983624922713,0.016883983624922713,0.0032024791356435618,medium,0.027363008978558256,low,medium,2
22230015_1_4,6,22,-2,1,TRUE,3,0,0.21625774243033444,0.13238590378318532,0.13238590378318532,-0.08387183864714912,medium,0.43251548486066893,low,medium,1
22230015_1_5,6,37,-3,1,TRUE,3,0,0.0924245286102577,0.13238590378318532,0.13238590378318532,0.039961375172927624,medium,0.18484905722051537,low,medium,2
22230015_4_3,6,16,-1,1,TRUE,3,1,0.4277996515164159,0.5754957845962789,0.5754957845962789,0.147696133079863,medium,0.8555993030328318,medium,medium,2
22230015_5_1,6,25,-2,1,TRUE,3,0,0.21625774243033444,0.13238590378318532,0.13238590378318532,-0.08387183864714912,medium,0.43251548486066893,low,medium,1
22230015_5_3,6,36,-3,1,TRUE,3,0,0.0924245286102577,0.048697992798415475,0.048697992798415475,-0.04372653581184222,medium,0.18484905722051537,low,medium,1
22230015_5_5,6,22,3,1,TRUE,3,1,0.975784906009608,0.9729017434292208,0.9729017434292208,-0.002883162580387233,medium,0.04843018798078402,low,medium,1
22230015_7_1,6,37,3,1,TRUE,3,1,0.975784906009608,NA,NA,NA,medium,0.04843018798078402,low,medium,3
22230015_7_3,6,46,-2,1,TRUE,3,1,0.21625774243033444,0.3126287953457781,0.3126287953457781,0.09637105291544365,medium,0.43251548486066893,low,medium,2
22230015_9_5,6,24,-5,1,TRUE,3,0,0.01368150448927915,0.016883983624922713,0.016883983624922713,0.0032024791356435618,medium,0.027363008978558256,low,medium,2
22230015_10_4,6,34,-7,1,TRUE,3,0,0.0018858583753280395,6.48068802387572e-4,6.48068802387572e-4,-0.0012377895729404676,medium,0.003771716750656129,low,medium,1
22230015_11_2,6,46,-1,1,TRUE,3,1,0.4277996515164159,0.5754957845962789,0.5754957845962789,0.147696133079863,medium,0.8555993030328318,medium,medium,2
22230015_12_3,6,34,-7,1,TRUE,3,0,0.0018858583753280395,0.0019292410245752888,0.0019292410245752888,4.338264924724929e-5,medium,0.003771716750656129,low,medium,2
22230015_13_1,6,25,-3,1,TRUE,3,0,0.0924245286102577,0.048697992798415475,0.048697992798415475,-0.04372653581184222,medium,0.18484905722051537,low,medium,1
22230015_13_3,6,36,-4,1,TRUE,3,0,0.03622321939407722,0.016883983624922713,0.016883983624922713,-0.01933923576915451,medium,0.07244643878815449,low,medium,1
22230015_14_1,6,34,-1,1,TRUE,3,1,0.4277996515164159,0.8016243861857854,0.8016243861857854,0.37382473466936944,medium,0.8555993030328318,medium,medium,3
22230015_14_5,6,51,-2,1,TRUE,3,0,0.21625774243033444,0.13238590378318532,0.13238590378318532,-0.08387183864714912,medium,0.43251548486066893,low,medium,1
22230015_15_2,6,37,-2,1,TRUE,3,1,0.21625774243033444,0.5754957845962789,0.5754957845962789,0.35923804216594446,medium,0.43251548486066893,low,medium,3
22230015_16_4,6,16,1,1,TRUE,3,1,0.8458891151969727,0.9729017434292208,0.9729017434292208,0.12701262823224801,medium,0.3082217696060545,low,medium,3
22230015_17_2,6,14,2,1,TRUE,3,1,0.9369966002278539,0.867927363056438,0.867927363056438,-0.06906923717141589,medium,0.12600679954429217,low,medium,0
22230015_18_4,6,15,-3,1,TRUE,3,0,0.0924245286102577,0.13238590378318532,0.13238590378318532,0.039961375172927624,medium,0.18484905722051537,low,medium,2
22230015_48_1,6,10,-3,1,TRUE,3,0,0.0924245286102577,0.048697992798415475,0.048697992798415475,-0.04372653581184222,medium,0.18484905722051537,low,medium,1
23240026_1_2,6,34,-3,1,TRUE,3,0,0.0924245286102577,0.048697992798415475,0.048697992798415475,-0.04372653581184222,medium,0.18484905722051537,low,medium,1
23240026_1_4,6,13,-2,1,TRUE,3,0,0.21625774243033444,0.13238590378318532,0.13238590378318532,-0.08387183864714912,medium,0.43251548486066893,low,medium,1
23240026_2_2,6,43,2,1,TRUE,3,1,0.9369966002278539,0.9233420045056916,0.9233420045056916,-0.013654595722162322,medium,0.12600679954429217,low,medium,1
23240026_2_3,6,19,-1,1,TRUE,3,1,0.4277996515164159,0.5754957845962789,0.5754957845962789,0.147696133079863,medium,0.8555993030328318,medium,medium,2
23240026_4_4,6,20,0,1,TRUE,3,1,0.6695036163939184,0.9729017434292208,0.9729017434292208,0.30339812703530233,medium,0.6609927672121632,medium,medium,4
23240026_5_2,6,11,-2,1,TRUE,3,0,0.21625774243033444,0.13238590378318532,0.13238590378318532,-0.08387183864714912,medium,0.43251548486066893,low,medium,1
23240026_6_1,6,43,1,1,TRUE,3,0,0.8458891151969727,0.8016243861857854,0.8016243861857854,-0.04426472901118739,medium,0.3082217696060545,low,medium,1
23240026_6_4,6,44,-3,1,TRUE,3,0,0.0924245286102577,0.3126287953457781,0.3126287953457781,0.2202042667355204,medium,0.18484905722051537,low,medium,3
23240026_7_1,6,13,-4,1,TRUE,3,0,0.03622321939407722,0.0010572764777769374,0.0010572764777769374,-0.035165942916300284,medium,0.07244643878815449,low,medium,0
23240026_9_2,6,17,2,1,TRUE,3,1,0.9369966002278539,0.9233420045056916,0.9233420045056916,-0.013654595722162322,medium,0.12600679954429217,low,medium,1
23240026_9_3,6,13,-3,1,TRUE,3,1,0.0924245286102577,0.3126287953457781,0.3126287953457781,0.2202042667355204,medium,0.18484905722051537,low,medium,3
23240026_11_4,6,13,-3,1,TRUE,3,0,0.0924245286102577,0.13238590378318532,0.13238590378318532,0.039961375172927624,medium,0.18484905722051537,low,medium,2
23240026_12_4,6,19,1,1,TRUE,3,1,0.8458891151969727,0.9233420045056916,0.9233420045056916,0.07745288930871885,medium,0.3082217696060545,low,medium,2
23240026_13_1,6,13,-4,1,TRUE,3,0,0.03622321939407722,0.048697992798415475,0.048697992798415475,0.012474773404338252,medium,0.07244643878815449,low,medium,2
23240026_13_2,6,16,0,1,TRUE,3,1,0.6695036163939184,0.8016243861857854,0.8016243861857854,0.13212076979186693,medium,0.6609927672121632,medium,medium,2
23240026_13_4,6,17,2,1,TRUE,3,1,0.9369966002278539,0.867927363056438,0.867927363056438,-0.06906923717141589,medium,0.12600679954429217,low,medium,0
23240026_14_1,6,43,1,1,TRUE,3,0,0.8458891151969727,0.6880538073064091,0.6880538073064091,-0.15783530789056366,medium,0.3082217696060545,low,medium,0
23240026_14_2,6,19,-1,1,TRUE,3,1,0.4277996515164159,0.8016243861857854,0.8016243861857854,0.37382473466936944,medium,0.8555993030328318,medium,medium,3
23240026_14_3,6,20,-3,1,TRUE,3,0,0.0924245286102577,0.048697992798415475,0.048697992798415475,-0.04372653581184222,medium,0.18484905722051537,low,medium,1
23240026_17_1,6,18,-2,1,TRUE,3,0,0.21625774243033444,0.3126287953457781,0.3126287953457781,0.09637105291544365,medium,0.43251548486066893,low,medium,2
23240026_17_2,6,13,-3,1,TRUE,3,0,0.0924245286102577,0.048697992798415475,0.048697992798415475,-0.04372653581184222,medium,0.18484905722051537,low,medium,1
23240026_18_2,6,20,-3,1,TRUE,3,0,0.0924245286102577,0.3126287953457781,0.3126287953457781,0.2202042667355204,medium,0.18484905722051537,low,medium,3
23240026_48_1,6,18,-2,1,TRUE,3,0,0.21625774243033444,0.13238590378318532,0.13238590378318532,-0.08387183864714912,medium,0.43251548486066893,low,medium,1
24250026_1_2,6,43,1,1,TRUE,3,1,0.8458891151969727,0.9729017434292208,0.9729017434292208,0.12701262823224801,medium,0.3082217696060545,low,medium,3
24250026_1_3,6,25,-5,1,TRUE,3,0,0.01368150448927915,0.00572865380057787,0.00572865380057787,-0.007952850688701281,medium,0.027363008978558256,low,medium,1
24250026_2_2,6,46,2,1,TRUE,3,1,0.9369966002278539,0.9233420045056916,0.9233420045056916,-0.013654595722162322,medium,0.12600679954429217,low,medium,1
24250026_2_3,6,51,-7,1,TRUE,3,0,0.0018858583753280395,NA,NA,NA,medium,0.003771716750656129,low,medium,0
24250026_2_5,6,30,-2,1,TRUE,3,0,0.21625774243033444,0.13238590378318532,0.13238590378318532,-0.08387183864714912,medium,0.43251548486066893,low,medium,1
24250026_3_5,6,43,-3,1,TRUE,3,0,0.0924245286102577,0.13238590378318532,0.13238590378318532,0.039961375172927624,medium,0.18484905722051537,low,medium,2
24250026_4_1,6,18,-3,1,TRUE,3,0,0.0924245286102577,0.13238590378318532,0.13238590378318532,0.039961375172927624,medium,0.18484905722051537,low,medium,2
24250026_5_1,6,43,2,1,TRUE,3,1,0.9369966002278539,0.9233420045056916,0.9233420045056916,-0.013654595722162322,medium,0.12600679954429217,low,medium,1
24250026_5_2,6,10,-1,1,TRUE,3,1,0.4277996515164159,0.8016243861857854,0.8016243861857854,0.37382473466936944,medium,0.8555993030328318,medium,medium,3
24250026_5_3,6,12,2,1,TRUE,3,1,0.9369966002278539,0.9989493734874089,0.9989493734874089,0.06195277325955495,medium,0.12600679954429217,low,medium,5
24250026_6_2,6,37,0,1,TRUE,3,1,0.6695036163939184,0.42539044896740796,0.42539044896740796,-0.24411316742651046,medium,0.6609927672121632,medium,medium,0
24250026_7_2,6,14,3,1,TRUE,3,1,0.975784906009608,0.9729017434292208,0.9729017434292208,-0.002883162580387233,medium,0.04843018798078402,low,medium,1
24250026_7_3,6,44,-2,1,TRUE,3,0,0.21625774243033444,0.3126287953457781,0.3126287953457781,0.09637105291544365,medium,0.43251548486066893,low,medium,2
24250026_7_5,6,43,0,1,TRUE,3,0,0.6695036163939184,0.19902441421836642,0.19902441421836642,-0.470479202175552,medium,0.6609927672121632,medium,medium,0
24250026_8_3,6,37,-3,1,TRUE,3,0,0.0924245286102577,0.027229631951043585,0.027229631951043585,-0.06519489665921412,medium,0.18484905722051537,low,medium,0
24250026_8_5,6,46,-1,1,TRUE,3,0,0.4277996515164159,0.3126287953457781,0.3126287953457781,-0.11517085617063783,medium,0.8555993030328318,medium,medium,1
24250026_9_1,6,44,1,1,TRUE,3,1,0.8458891151969727,0.9907421421502955,0.9907421421502955,0.1448530269533228,medium,0.3082217696060545,low,medium,4
24250026_9_3,6,24,-3,1,TRUE,3,1,0.0924245286102577,0.13238590378318532,0.13238590378318532,0.039961375172927624,medium,0.18484905722051537,low,medium,2
24250026_9_5,6,25,-2,1,TRUE,3,0,0.21625774243033444,0.07697876667264303,0.07697876667264303,-0.1392789757576914,medium,0.43251548486066893,low,medium,0
24250026_10_1,6,18,-1,1,TRUE,3,0,0.4277996515164159,0.5754957845962789,0.5754957845962789,0.147696133079863,medium,0.8555993030328318,medium,medium,2
24250026_10_2,6,16,1,1,TRUE,3,0,0.8458891151969727,0.19902441421836642,0.19902441421836642,-0.6468647009786064,medium,0.3082217696060545,low,medium,0
24250026_10_5,6,51,-1,1,TRUE,3,0,0.4277996515164159,0.19902441421836642,0.19902441421836642,-0.2287752372980495,medium,0.8555993030328318,medium,medium,0
24250026_11_1,6,25,-2,1,TRUE,3,0,0.21625774243033444,0.5754957845962789,0.5754957845962789,0.35923804216594446,medium,0.43251548486066893,low,medium,3
24250026_11_2,6,44,-3,1,TRUE,3,0,0.0924245286102577,0.13238590378318532,0.13238590378318532,0.039961375172927624,medium,0.18484905722051537,low,medium,2
24250026_11_3,6,12,1,1,TRUE,3,1,0.8458891151969727,0.8016243861857854,0.8016243861857854,-0.04426472901118739,medium,0.3082217696060545,low,medium,1
24250026_11_4,6,14,-2,1,TRUE,3,0,0.21625774243033444,0.13238590378318532,0.13238590378318532,-0.08387183864714912,medium,0.43251548486066893,low,medium,1
24250026_12_3,6,22,-2,1,TRUE,3,0,0.21625774243033444,0.07697876667264303,0.07697876667264303,-0.1392789757576914,medium,0.43251548486066893,low,medium,0
24250026_13_5,6,10,6,1,TRUE,3,1,0.9987540262722118,NA,NA,NA,medium,0.00249194745557646,low,medium,5
24250026_14_4,6,30,-1,1,TRUE,3,1,0.4277996515164159,0.8016243861857854,0.8016243861857854,0.37382473466936944,medium,0.8555993030328318,medium,medium,3
24250026_14_5,6,34,-4,1,TRUE,3,0,0.03622321939407722,0.009307700642905337,0.009307700642905337,-0.026915518751171888,medium,0.07244643878815449,low,medium,0
24250026_15_2,6,12,3,1,TRUE,3,1,0.975784906009608,0.9514076088854535,0.9514076088854535,-0.024377297124154484,medium,0.04843018798078402,low,medium,0
24250026_15_4,6,43,-2,1,TRUE,3,0,0.21625774243033444,0.13238590378318532,0.13238590378318532,-0.08387183864714912,medium,0.43251548486066893,low,medium,1
24250026_16_4,6,34,-3,1,TRUE,3,0,0.0924245286102577,0.048697992798415475,0.048697992798415475,-0.04372653581184222,medium,0.18484905722051537,low,medium,1
24250026_17_2,6,25,-4,1,TRUE,3,0,0.03622321939407722,0.016883983624922713,0.016883983624922713,-0.01933923576915451,medium,0.07244643878815449,low,medium,1
24250026_17_4,6,15,-4,1,TRUE,3,0,0.03622321939407722,0.048697992798415475,0.048697992798415475,0.012474773404338252,medium,0.07244643878815449,low,medium,2
24250026_17_5,6,14,-3,1,TRUE,3,1,0.0924245286102577,0.13238590378318532,0.13238590378318532,0.039961375172927624,medium,0.18484905722051537,low,medium,2
24250026_18_3,6,30,-3,1,TRUE,3,0,0.0924245286102577,0.027229631951043585,0.027229631951043585,-0.06519489665921412,medium,0.18484905722051537,low,medium,0
24250026_41_1,6,37,0,1,TRUE,3,1,0.6695036163939184,0.8016243861857854,0.8016243861857854,0.13212076979186693,medium,0.6609927672121632,medium,medium,2
0_1_1,7,19,0,1,TRUE,2,0,0.6880538073064091,0.0639324309959681,0.0639324309959681,-0.624121376310441,high,0.6238923853871818,medium,very_high,0
0_1_3,7,22,-2,1,TRUE,2,1,0.19902441421836642,0.0639324309959681,0.0639324309959681,-0.13509198322239832,high,0.39804882843673284,low,high,0
0_2_1,7,43,0,1,TRUE,2,1,0.6880538073064091,0.8178189352724687,0.8178189352724687,0.12976512796605966,high,0.6238923853871818,medium,very_high,2
0_2_4,7,27,-1,1,TRUE,2,1,0.42539044896740796,0.5780152903217001,0.5780152903217001,0.1526248413542921,high,0.8507808979348159,medium,very_high,2
